,latitude,longitude,frp,fire_range,geometry,is_in_africa,index_right,CELLCODE,EOFORIGIN,NOFORIGIN
542881,48.71103,0.3464,0.9,> 100,POINT (3612635.1030302364 2890673.0121273547),False,427936,1kmE3612N2890,3612000,2890000
107347,47.77093,1.64092,1.14,0-5,POINT (3695597.107582965 2775102.950693842),False,504274,1kmE3695N2775,3695000,2775000
294958,47.77093,1.64092,1.14,0-5,POINT (3695597.107582965 2775102.950693842),False,504274,1kmE3695N2775,3695000,2775000
542883,47.77093,1.64092,1.14,0-5,POINT (3695597.107582965 2775102.950693842),False,504274,1kmE3695N2775,3695000,2775000
107353,47.08405,3.00095,0.86,> 100,POINT (3789980.003487518 2688483.927391656),False,599159,1kmE3789N2688,3789000,2688000
294964,47.08405,3.00095,0.86,> 100,POINT (3789980.003487518 2688483.927391656),False,599159,1kmE3789N2688,3789000,2688000
542889,47.08405,3.00095,0.86,> 100,POINT (3789980.003487518 2688483.927391656),False,599159,1kmE3789N2688,3789000,2688000
1600194,47.08385,3.00038,0.69,> 100,POINT (3789934.8777695685 2688465.8751600636),False,599159,1kmE3789N2688,3789000,2688000
2240138,47.08465,2.99969,0.47,> 100,POINT (3789890.814014341 2688559.372708976),False,599159,1kmE3789N2688,3789000,2688000
107355,47.23558,-1.48803,0.16,> 100,POINT (3454433.1716307695 2747615.5126935914),False,290976,1kmE3454N2747,3454000,2747000
294966,47.23558,-1.48803,0.16,> 100,POINT (3454433.1716307695 2747615.5126935914),False,290976,1kmE3454N2747,3454000,2747000
542891,47.23558,-1.48803,0.16,> 100,POINT (3454433.1716307695 2747615.5126935914),False,290976,1kmE3454N2747,3454000,2747000
107358,45.07555,5.86591,1.03,0-5,POINT (3995106.405688285 2449440.192125306),False,799788,1kmE3995N2449,3995000,2449000
176822,45.07513,5.87102,0.9,> 100,POINT (3995506.307952553 2449371.354668024),False,799788,1kmE3995N2449,3995000,2449000
294969,45.07555,5.86591,1.03,0-5,POINT (3995106.405688285 2449440.192125306),False,799788,1kmE3995N2449,3995000,2449000
364433,45.07513,5.87102,0.9,> 100,POINT (3995506.307952553 2449371.354668024),False,799788,1kmE3995N2449,3995000,2449000
542894,45.07555,5.86591,1.03,0-5,POINT (3995106.405688285 2449440.192125306),False,799788,1kmE3995N2449,3995000,2449000
612358,45.07513,5.87102,0.9,> 100,POINT (3995506.307952553 2449371.354668024),False,799788,1kmE3995N2449,3995000,2449000
792527,45.07513,5.87102,0.9,> 100,POINT (3995506.307952553 2449371.354668024),False,799788,1kmE3995N2449,3995000,2449000
992664,45.07513,5.87102,0.9,> 100,POINT (3995506.307952553 2449371.354668024),False,799788,1kmE3995N2449,3995000,2449000
1192801,45.07513,5.87102,0.9,> 100,POINT (3995506.307952553 2449371.354668024),False,799788,1kmE3995N2449,3995000,2449000
1392938,45.07513,5.87102,0.9,> 100,POINT (3995506.307952553 2449371.354668024),False,799788,1kmE3995N2449,3995000,2449000
151468,43.44849,4.89657,12.88,10-50,POINT (3907177.6824797457 2274076.963573659),False,711908,1kmE3907N2274,3907000,2274000
339079,43.44849,4.89657,12.88,10-50,POINT (3907177.6824797457 2274076.963573659),False,711908,1kmE3907N2274,3907000,2274000
587004,43.44849,4.89657,12.88,10-50,POINT (3907177.6824797457 2274076.963573659),False,711908,1kmE3907N2274,3907000,2274000
1598553,43.45116,4.89434,1.45,0-5,POINT (3907016.0943155666 2274384.6134430273),False,711908,1kmE3907N2274,3907000,2274000
1600206,43.44951,4.89716,13.22,10-50,POINT (3907232.6636770605 2274186.543191029),False,711908,1kmE3907N2274,3907000,2274000
1705452,43.4481,4.89841,4.0,0-5,POINT (3907323.8604575633 2274023.680352088),False,711908,1kmE3907N2274,3907000,2274000
1748961,43.44848,4.89685,4.31,0-5,POINT (3907200.2763026888 2274074.313858401),False,711908,1kmE3907N2274,3907000,2274000
1830027,43.44844,4.89733,0.95,> 100,POINT (3907238.846738254 2274067.243239302),False,711908,1kmE3907N2274,3907000,2274000
2065152,43.44844,4.89733,0.95,> 100,POINT (3907238.846738254 2274067.243239302),False,711908,1kmE3907N2274,3907000,2274000
2146948,43.45097,4.89622,0.93,> 100,POINT (3907166.918194839 2274353.229546254),False,711908,1kmE3907N2274,3907000,2274000
2149603,43.44895,4.89543,6.27,5-10,POINT (3907088.663829336 2274134.133701134),False,711908,1kmE3907N2274,3907000,2274000
2240160,43.44958,4.89717,2.56,0-5,POINT (3907233.968850602 2274194.2314424743),False,711908,1kmE3907N2274,3907000,2274000
151496,47.73731,7.43892,7.45,5-10,POINT (4128836.8579462287 2739293.198393991),False,907770,1kmE4128N2739,4128000,2739000
151497,47.74088,7.43732,37.38,10-50,POINT (4128730.21712148 2739693.8554205243),False,907770,1kmE4128N2739,4128000,2739000
339107,47.73731,7.43892,7.45,5-10,POINT (4128836.8579462287 2739293.198393991),False,907770,1kmE4128N2739,4128000,2739000
339108,47.74088,7.43732,37.38,10-50,POINT (4128730.21712148 2739693.8554205243),False,907770,1kmE4128N2739,4128000,2739000
587032,47.73731,7.43892,7.45,5-10,POINT (4128836.8579462287 2739293.198393991),False,907770,1kmE4128N2739,4128000,2739000
587033,47.74088,7.43732,37.38,10-50,POINT (4128730.21712148 2739693.8554205243),False,907770,1kmE4128N2739,4128000,2739000
155811,47.0701,1.03318,1.68,0-5,POINT (3641246.6989617157 2703025.0750196627),False,453709,1kmE3641N2703,3641000,2703000
343422,47.0701,1.03318,1.68,0-5,POINT (3641246.6989617157 2703025.0750196627),False,453709,1kmE3641N2703,3641000,2703000
591347,47.0701,1.03318,1.68,0-5,POINT (3641246.6989617157 2703025.0750196627),False,453709,1kmE3641N2703,3641000,2703000
155814,51.04475,2.29878,7.36,5-10,POINT (3782055.0323813832 3132139.5303840535),False,592359,1kmE3782N3132,3782000,3132000
177775,51.04528,2.30055,1.96,0-5,POINT (3782184.5402060547 3132185.1645764103),False,592359,1kmE3782N3132,3782000,3132000
177777,51.04567,2.3013,1.36,0-5,POINT (3782241.3410530398 3132222.8196930164),False,592359,1kmE3782N3132,3782000,3132000
343425,51.04475,2.29878,7.36,5-10,POINT (3782055.0323813832 3132139.5303840535),False,592359,1kmE3782N3132,3782000,3132000
365386,51.04528,2.30055,1.96,0-5,POINT (3782184.5402060547 3132185.1645764103),False,592359,1kmE3782N3132,3782000,3132000
365388,51.04567,2.3013,1.36,0-5,POINT (3782241.3410530398 3132222.8196930164),False,592359,1kmE3782N3132,3782000,3132000
591350,51.04475,2.29878,7.36,5-10,POINT (3782055.0323813832 3132139.5303840535),False,592359,1kmE3782N3132,3782000,3132000
613311,51.04528,2.30055,1.96,0-5,POINT (3782184.5402060547 3132185.1645764103),False,592359,1kmE3782N3132,3782000,3132000
613313,51.04567,2.3013,1.36,0-5,POINT (3782241.3410530398 3132222.8196930164),False,592359,1kmE3782N3132,3782000,3132000
793480,51.04528,2.30055,1.96,0-5,POINT (3782184.5402060547 3132185.1645764103),False,592359,1kmE3782N3132,3782000,3132000
793482,51.04567,2.3013,1.36,0-5,POINT (3782241.3410530398 3132222.8196930164),False,592359,1kmE3782N3132,3782000,3132000
993617,51.04528,2.30055,1.96,0-5,POINT (3782184.5402060547 3132185.1645764103),False,592359,1kmE3782N3132,3782000,3132000
993619,51.04567,2.3013,1.36,0-5,POINT (3782241.3410530398 3132222.8196930164),False,592359,1kmE3782N3132,3782000,3132000
1193754,51.04528,2.30055,1.96,0-5,POINT (3782184.5402060547 3132185.1645764103),False,592359,1kmE3782N3132,3782000,3132000
1193756,51.04567,2.3013,1.36,0-5,POINT (3782241.3410530398 3132222.8196930164),False,592359,1kmE3782N3132,3782000,3132000
1393891,51.04528,2.30055,1.96,0-5,POINT (3782184.5402060547 3132185.1645764103),False,592359,1kmE3782N3132,3782000,3132000
1393893,51.04567,2.3013,1.36,0-5,POINT (3782241.3410530398 3132222.8196930164),False,592359,1kmE3782N3132,3782000,3132000
1600174,51.0456,2.29873,3.11,0-5,POINT (3782061.444731751 3132234.020629958),False,592359,1kmE3782N3132,3782000,3132000
1889878,51.04391,2.30374,0.37,> 100,POINT (3782390.8863257235 3132009.9441200616),False,592359,1kmE3782N3132,3782000,3132000
2149773,51.04531,2.29868,2.56,0-5,POINT (3782054.5841823155 3132202.277384011),False,592359,1kmE3782N3132,3782000,3132000
176772,50.40281,3.56412,0.89,> 100,POINT (3864088.407427419 3052393.1880095764),False,671325,1kmE3864N3052,3864000,3052000
364383,50.40281,3.56412,0.89,> 100,POINT (3864088.407427419 3052393.1880095764),False,671325,1kmE3864N3052,3864000,3052000
612308,50.40281,3.56412,0.89,> 100,POINT (3864088.407427419 3052393.1880095764),False,671325,1kmE3864N3052,3864000,3052000
792477,50.40281,3.56412,0.89,> 100,POINT (3864088.407427419 3052393.1880095764),False,671325,1kmE3864N3052,3864000,3052000
992614,50.40281,3.56412,0.89,> 100,POINT (3864088.407427419 3052393.1880095764),False,671325,1kmE3864N3052,3864000,3052000
1192751,50.40281,3.56412,0.89,> 100,POINT (3864088.407427419 3052393.1880095764),False,671325,1kmE3864N3052,3864000,3052000
1392888,50.40281,3.56412,0.89,> 100,POINT (3864088.407427419 3052393.1880095764),False,671325,1kmE3864N3052,3864000,3052000
1748898,50.40256,3.5669,1.22,0-5,POINT (3864282.771230089 3052348.132702261),False,671325,1kmE3864N3052,3864000,3052000
176787,49.3505,6.7358,0.88,> 100,POINT (4083871.109972427 2920545.57334928),False,879472,1kmE4083N2920,4083000,2920000
364398,49.3505,6.7358,0.88,> 100,POINT (4083871.109972427 2920545.57334928),False,879472,1kmE4083N2920,4083000,2920000
612323,49.3505,6.7358,0.88,> 100,POINT (4083871.109972427 2920545.57334928),False,879472,1kmE4083N2920,4083000,2920000
792492,49.3505,6.7358,0.88,> 100,POINT (4083871.109972427 2920545.57334928),False,879472,1kmE4083N2920,4083000,2920000
992629,49.3505,6.7358,0.88,> 100,POINT (4083871.109972427 2920545.57334928),False,879472,1kmE4083N2920,4083000,2920000
1192766,49.3505,6.7358,0.88,> 100,POINT (4083871.109972427 2920545.57334928),False,879472,1kmE4083N2920,4083000,2920000
1392903,49.3505,6.7358,0.88,> 100,POINT (4083871.109972427 2920545.57334928),False,879472,1kmE4083N2920,4083000,2920000
1705411,49.35139,6.73403,0.92,> 100,POINT (4083746.9443157176 2920650.1629071934),False,879472,1kmE4083N2920,4083000,2920000
176788,49.27533,6.77911,0.48,> 100,POINT (4086655.4116456383 2912055.1898545194),False,881919,1kmE4086N2912,4086000,2912000
364399,49.27533,6.77911,0.48,> 100,POINT (4086655.4116456383 2912055.1898545194),False,881919,1kmE4086N2912,4086000,2912000
537359,49.27658,6.78239,6.09,5-10,POINT (4086899.853873274 2912183.6257203585),False,881919,1kmE4086N2912,4086000,2912000
612324,49.27533,6.77911,0.48,> 100,POINT (4086655.4116456383 2912055.1898545194),False,881919,1kmE4086N2912,4086000,2912000
756242,49.27658,6.78239,6.09,5-10,POINT (4086899.853873274 2912183.6257203585),False,881919,1kmE4086N2912,4086000,2912000
792493,49.27533,6.77911,0.48,> 100,POINT (4086655.4116456383 2912055.1898545194),False,881919,1kmE4086N2912,4086000,2912000
956379,49.27658,6.78239,6.09,5-10,POINT (4086899.853873274 2912183.6257203585),False,881919,1kmE4086N2912,4086000,2912000
992630,49.27533,6.77911,0.48,> 100,POINT (4086655.4116456383 2912055.1898545194),False,881919,1kmE4086N2912,4086000,2912000
1156516,49.27658,6.78239,6.09,5-10,POINT (4086899.853873274 2912183.6257203585),False,881919,1kmE4086N2912,4086000,2912000
1192767,49.27533,6.77911,0.48,> 100,POINT (4086655.4116456383 2912055.1898545194),False,881919,1kmE4086N2912,4086000,2912000
1356653,49.27658,6.78239,6.09,5-10,POINT (4086899.853873274 2912183.6257203585),False,881919,1kmE4086N2912,4086000,2912000
1392904,49.27533,6.77911,0.48,> 100,POINT (4086655.4116456383 2912055.1898545194),False,881919,1kmE4086N2912,4086000,2912000
1599033,49.28014,6.77588,1.85,0-5,POINT (4086443.604032227 2912599.8858506354),False,881919,1kmE4086N2912,4086000,2912000
1705412,49.27614,6.77681,0.75,> 100,POINT (4086492.0684579997 2912152.5115284496),False,881919,1kmE4086N2912,4086000,2912000
1705413,49.27591,6.77683,1.16,0-5,POINT (4086492.421781971 2912126.894238851),False,881919,1kmE4086N2912,4086000,2912000
176791,49.33426,5.63209,1.08,0-5,POINT (4003681.0295556504 2922901.992843383),False,807878,1kmE4003N2922,4003000,2922000
364402,49.33426,5.63209,1.08,0-5,POINT (4003681.0295556504 2922901.992843383),False,807878,1kmE4003N2922,4003000,2922000
612327,49.33426,5.63209,1.08,0-5,POINT (4003681.0295556504 2922901.992843383),False,807878,1kmE4003N2922,4003000,2922000
792496,49.33426,5.63209,1.08,0-5,POINT (4003681.0295556504 2922901.992843383),False,807878,1kmE4003N2922,4003000,2922000
992633,49.33426,5.63209,1.08,0-5,POINT (4003681.0295556504 2922901.992843383),False,807878,1kmE4003N2922,4003000,2922000
1192770,49.33426,5.63209,1.08,0-5,POINT (4003681.0295556504 2922901.992843383),False,807878,1kmE4003N2922,4003000,2922000
1392907,49.33426,5.63209,1.08,0-5,POINT (4003681.0295556504 2922901.992843383),False,807878,1kmE4003N2922,4003000,2922000
176796,48.71715,5.68172,0.75,> 100,POINT (4003336.4323016303 2854175.38010043),False,807810,1kmE4003N2854,4003000,2854000
364407,48.71715,5.68172,0.75,> 100,POINT (4003336.4323016303 2854175.38010043),False,807810,1kmE4003N2854,4003000,2854000
612332,48.71715,5.68172,0.75,> 100,POINT (4003336.4323016303 2854175.38010043),False,807810,1kmE4003N2854,4003000,2854000
792501,48.71715,5.68172,0.75,> 100,POINT (4003336.4323016303 2854175.38010043),False,807810,1kmE4003N2854,4003000,2854000
876459,48.71616,5.68371,0.43,> 100,POINT (4003476.324628004 2854056.9040093906),False,807810,1kmE4003N2854,4003000,2854000
992638,48.71715,5.68172,0.75,> 100,POINT (4003336.4323016303 2854175.38010043),False,807810,1kmE4003N2854,4003000,2854000
1076596,48.71616,5.68371,0.43,> 100,POINT (4003476.324628004 2854056.9040093906),False,807810,1kmE4003N2854,4003000,2854000
1192775,48.71715,5.68172,0.75,> 100,POINT (4003336.4323016303 2854175.38010043),False,807810,1kmE4003N2854,4003000,2854000
1276733,48.71616,5.68371,0.43,> 100,POINT (4003476.324628004 2854056.9040093906),False,807810,1kmE4003N2854,4003000,2854000
1392912,48.71715,5.68172,0.75,> 100,POINT (4003336.4323016303 2854175.38010043),False,807810,1kmE4003N2854,4003000,2854000
1476870,48.71616,5.68371,0.43,> 100,POINT (4003476.324628004 2854056.9040093906),False,807810,1kmE4003N2854,4003000,2854000
1611875,48.71616,5.68371,0.43,> 100,POINT (4003476.324628004 2854056.9040093906),False,807810,1kmE4003N2854,4003000,2854000
1979801,48.71577,5.68067,0.45,> 100,POINT (4003250.4984128834 2854026.710913581),False,807810,1kmE4003N2854,4003000,2854000
2156193,48.71577,5.68067,0.45,> 100,POINT (4003250.4984128834 2854026.710913581),False,807810,1kmE4003N2854,4003000,2854000
176810,47.58804,0.32633,0.42,> 100,POINT (3595266.9782093125 2766919.168832883),False,412874,1kmE3595N2766,3595000,2766000
364421,47.58804,0.32633,0.42,> 100,POINT (3595266.9782093125 2766919.168832883),False,412874,1kmE3595N2766,3595000,2766000
612346,47.58804,0.32633,0.42,> 100,POINT (3595266.9782093125 2766919.168832883),False,412874,1kmE3595N2766,3595000,2766000
792515,47.58804,0.32633,0.42,> 100,POINT (3595266.9782093125 2766919.168832883),False,412874,1kmE3595N2766,3595000,2766000
992652,47.58804,0.32633,0.42,> 100,POINT (3595266.9782093125 2766919.168832883),False,412874,1kmE3595N2766,3595000,2766000
1192789,47.58804,0.32633,0.42,> 100,POINT (3595266.9782093125 2766919.168832883),False,412874,1kmE3595N2766,3595000,2766000
1392926,47.58804,0.32633,0.42,> 100,POINT (3595266.9782093125 2766919.168832883),False,412874,1kmE3595N2766,3595000,2766000
1979817,47.58814,0.33068,0.24,> 100,POINT (3595592.593567745 2766887.4983814075),False,412874,1kmE3595N2766,3595000,2766000
2156209,47.58814,0.33068,0.24,> 100,POINT (3595592.593567745 2766887.4983814075),False,412874,1kmE3595N2766,3595000,2766000
177779,51.03378,2.28916,2.11,0-5,POINT (3781256.817121656 3130995.8230239605),False,591319,1kmE3781N3130,3781000,3130000
365390,51.03378,2.28916,2.11,0-5,POINT (3781256.817121656 3130995.8230239605),False,591319,1kmE3781N3130,3781000,3130000
613315,51.03378,2.28916,2.11,0-5,POINT (3781256.817121656 3130995.8230239605),False,591319,1kmE3781N3130,3781000,3130000
793484,51.03378,2.28916,2.11,0-5,POINT (3781256.817121656 3130995.8230239605),False,591319,1kmE3781N3130,3781000,3130000
993621,51.03378,2.28916,2.11,0-5,POINT (3781256.817121656 3130995.8230239605),False,591319,1kmE3781N3130,3781000,3130000
1193758,51.03378,2.28916,2.11,0-5,POINT (3781256.817121656 3130995.8230239605),False,591319,1kmE3781N3130,3781000,3130000
1393895,51.03378,2.28916,2.11,0-5,POINT (3781256.817121656 3130995.8230239605),False,591319,1kmE3781N3130,3781000,3130000
399363,48.69805,4.26427,55.77,50-100,POINT (3899115.5136412494 2859168.195255801),False,704589,1kmE3899N2859,3899000,2859000
683495,48.69805,4.26427,55.77,50-100,POINT (3899115.5136412494 2859168.195255801),False,704589,1kmE3899N2859,3899000,2859000
883632,48.69805,4.26427,55.77,50-100,POINT (3899115.5136412494 2859168.195255801),False,704589,1kmE3899N2859,3899000,2859000
1083769,48.69805,4.26427,55.77,50-100,POINT (3899115.5136412494 2859168.195255801),False,704589,1kmE3899N2859,3899000,2859000
1283906,48.69805,4.26427,55.77,50-100,POINT (3899115.5136412494 2859168.195255801),False,704589,1kmE3899N2859,3899000,2859000
399366,49.10698,2.0248,133.7,> 100,POINT (3739846.5115462006 2919733.1879001497),False,548077,1kmE3739N2919,3739000,2919000
399368,49.1083,2.01502,163.66,> 100,POINT (3739152.663625734 2919956.5653992463),False,548077,1kmE3739N2919,3739000,2919000
537367,49.10328,2.01822,96.42,50-100,POINT (3739325.4670669152 2919375.7923487322),False,548077,1kmE3739N2919,3739000,2919000
683498,49.10698,2.0248,133.7,> 100,POINT (3739846.5115462006 2919733.1879001497),False,548077,1kmE3739N2919,3739000,2919000
683500,49.1083,2.01502,163.66,> 100,POINT (3739152.663625734 2919956.5653992463),False,548077,1kmE3739N2919,3739000,2919000
756250,49.10328,2.01822,96.42,50-100,POINT (3739325.4670669152 2919375.7923487322),False,548077,1kmE3739N2919,3739000,2919000
883635,49.10698,2.0248,133.7,> 100,POINT (3739846.5115462006 2919733.1879001497),False,548077,1kmE3739N2919,3739000,2919000
883637,49.1083,2.01502,163.66,> 100,POINT (3739152.663625734 2919956.5653992463),False,548077,1kmE3739N2919,3739000,2919000
956387,49.10328,2.01822,96.42,50-100,POINT (3739325.4670669152 2919375.7923487322),False,548077,1kmE3739N2919,3739000,2919000
1083772,49.10698,2.0248,133.7,> 100,POINT (3739846.5115462006 2919733.1879001497),False,548077,1kmE3739N2919,3739000,2919000
1083774,49.1083,2.01502,163.66,> 100,POINT (3739152.663625734 2919956.5653992463),False,548077,1kmE3739N2919,3739000,2919000
1156524,49.10328,2.01822,96.42,50-100,POINT (3739325.4670669152 2919375.7923487322),False,548077,1kmE3739N2919,3739000,2919000
1283909,49.10698,2.0248,133.7,> 100,POINT (3739846.5115462006 2919733.1879001497),False,548077,1kmE3739N2919,3739000,2919000
1283911,49.1083,2.01502,163.66,> 100,POINT (3739152.663625734 2919956.5653992463),False,548077,1kmE3739N2919,3739000,2919000
1356661,49.10328,2.01822,96.42,50-100,POINT (3739325.4670669152 2919375.7923487322),False,548077,1kmE3739N2919,3739000,2919000
399367,49.09016,1.96991,156.15,> 100,POINT (3735664.935011003 2918307.3405877114),False,544094,1kmE3735N2918,3735000,2918000
683499,49.09016,1.96991,156.15,> 100,POINT (3735664.935011003 2918307.3405877114),False,544094,1kmE3735N2918,3735000,2918000
883636,49.09016,1.96991,156.15,> 100,POINT (3735664.935011003 2918307.3405877114),False,544094,1kmE3735N2918,3735000,2918000
1083773,49.09016,1.96991,156.15,> 100,POINT (3735664.935011003 2918307.3405877114),False,544094,1kmE3735N2918,3735000,2918000
1283910,49.09016,1.96991,156.15,> 100,POINT (3735664.935011003 2918307.3405877114),False,544094,1kmE3735N2918,3735000,2918000
399369,49.09127,1.96039,135.37,> 100,POINT (3734987.380521054 2918505.9540188555),False,543099,1kmE3734N2918,3734000,2918000
683501,49.09127,1.96039,135.37,> 100,POINT (3734987.380521054 2918505.9540188555),False,543099,1kmE3734N2918,3734000,2918000
883638,49.09127,1.96039,135.37,> 100,POINT (3734987.380521054 2918505.9540188555),False,543099,1kmE3734N2918,3734000,2918000
1083775,49.09127,1.96039,135.37,> 100,POINT (3734987.380521054 2918505.9540188555),False,543099,1kmE3734N2918,3734000,2918000
1283912,49.09127,1.96039,135.37,> 100,POINT (3734987.380521054 2918505.9540188555),False,543099,1kmE3734N2918,3734000,2918000
537345,46.54119,6.57327,3.14,0-5,POINT (4057989.4952519964 2609165.313558591),False,856978,1kmE4057N2609,4057000,2609000
756228,46.54119,6.57327,3.14,0-5,POINT (4057989.4952519964 2609165.313558591),False,856978,1kmE4057N2609,4057000,2609000
956365,46.54119,6.57327,3.14,0-5,POINT (4057989.4952519964 2609165.313558591),False,856978,1kmE4057N2609,4057000,2609000
1156502,46.54119,6.57327,3.14,0-5,POINT (4057989.4952519964 2609165.313558591),False,856978,1kmE4057N2609,4057000,2609000
1356639,46.54119,6.57327,3.14,0-5,POINT (4057989.4952519964 2609165.313558591),False,856978,1kmE4057N2609,4057000,2609000
537352,47.65536,4.45685,23.21,10-50,POINT (3904774.33990537 2742462.242873096),False,709402,1kmE3904N2742,3904000,2742000
756235,47.65536,4.45685,23.21,10-50,POINT (3904774.33990537 2742462.242873096),False,709402,1kmE3904N2742,3904000,2742000
956372,47.65536,4.45685,23.21,10-50,POINT (3904774.33990537 2742462.242873096),False,709402,1kmE3904N2742,3904000,2742000
1156509,47.65536,4.45685,23.21,10-50,POINT (3904774.33990537 2742462.242873096),False,709402,1kmE3904N2742,3904000,2742000
1356646,47.65536,4.45685,23.21,10-50,POINT (3904774.33990537 2742462.242873096),False,709402,1kmE3904N2742,3904000,2742000
537353,48.47332,7.51548,24.89,10-50,POINT (4137259.258672541 2820857.5042361636),False,912661,1kmE4137N2820,4137000,2820000
756236,48.47332,7.51548,24.89,10-50,POINT (4137259.258672541 2820857.5042361636),False,912661,1kmE4137N2820,4137000,2820000
956373,48.47332,7.51548,24.89,10-50,POINT (4137259.258672541 2820857.5042361636),False,912661,1kmE4137N2820,4137000,2820000
1156510,48.47332,7.51548,24.89,10-50,POINT (4137259.258672541 2820857.5042361636),False,912661,1kmE4137N2820,4137000,2820000
1356647,48.47332,7.51548,24.89,10-50,POINT (4137259.258672541 2820857.5042361636),False,912661,1kmE4137N2820,4137000,2820000
537363,49.22808,4.07398,1.46,0-5,POINT (3889798.560213013 2919047.4362839265),False,694933,1kmE3889N2919,3889000,2919000
756246,49.22808,4.07398,1.46,0-5,POINT (3889798.560213013 2919047.4362839265),False,694933,1kmE3889N2919,3889000,2919000
956383,49.22808,4.07398,1.46,0-5,POINT (3889798.560213013 2919047.4362839265),False,694933,1kmE3889N2919,3889000,2919000
1156520,49.22808,4.07398,1.46,0-5,POINT (3889798.560213013 2919047.4362839265),False,694933,1kmE3889N2919,3889000,2919000
1356657,49.22808,4.07398,1.46,0-5,POINT (3889798.560213013 2919047.4362839265),False,694933,1kmE3889N2919,3889000,2919000
537365,49.22557,2.84748,4.73,0-5,POINT (3800822.461940283 2926702.3089682152),False,610673,1kmE3800N2926,3800000,2926000
756248,49.22557,2.84748,4.73,0-5,POINT (3800822.461940283 2926702.3089682152),False,610673,1kmE3800N2926,3800000,2926000
956385,49.22557,2.84748,4.73,0-5,POINT (3800822.461940283 2926702.3089682152),False,610673,1kmE3800N2926,3800000,2926000
1156522,49.22557,2.84748,4.73,0-5,POINT (3800822.461940283 2926702.3089682152),False,610673,1kmE3800N2926,3800000,2926000
1356659,49.22557,2.84748,4.73,0-5,POINT (3800822.461940283 2926702.3089682152),False,610673,1kmE3800N2926,3800000,2926000
537366,49.22968,2.85146,21.56,10-50,POINT (3801154.430886407 2927129.3854164397),False,611682,1kmE3801N2927,3801000,2927000
756249,49.22968,2.85146,21.56,10-50,POINT (3801154.430886407 2927129.3854164397),False,611682,1kmE3801N2927,3801000,2927000
956386,49.22968,2.85146,21.56,10-50,POINT (3801154.430886407 2927129.3854164397),False,611682,1kmE3801N2927,3801000,2927000
1156523,49.22968,2.85146,21.56,10-50,POINT (3801154.430886407 2927129.3854164397),False,611682,1kmE3801N2927,3801000,2927000
1356660,49.22968,2.85146,21.56,10-50,POINT (3801154.430886407 2927129.3854164397),False,611682,1kmE3801N2927,3801000,2927000
537368,49.10236,2.01289,96.42,50-100,POINT (3738927.9178756992 2919316.1588161183),False,547081,1kmE3738N2919,3738000,2919000
537369,49.10144,2.00756,11.34,10-50,POINT (3738530.3578259614 2919256.554692785),False,547081,1kmE3738N2919,3738000,2919000
537370,49.10564,2.01159,96.42,50-100,POINT (3738872.3974665958 2919689.376936131),False,547081,1kmE3738N2919,3738000,2919000
756251,49.10236,2.01289,96.42,50-100,POINT (3738927.9178756992 2919316.1588161183),False,547081,1kmE3738N2919,3738000,2919000
756252,49.10144,2.00756,11.34,10-50,POINT (3738530.3578259614 2919256.554692785),False,547081,1kmE3738N2919,3738000,2919000
756253,49.10564,2.01159,96.42,50-100,POINT (3738872.3974665958 2919689.376936131),False,547081,1kmE3738N2919,3738000,2919000
956388,49.10236,2.01289,96.42,50-100,POINT (3738927.9178756992 2919316.1588161183),False,547081,1kmE3738N2919,3738000,2919000
956389,49.10144,2.00756,11.34,10-50,POINT (3738530.3578259614 2919256.554692785),False,547081,1kmE3738N2919,3738000,2919000
956390,49.10564,2.01159,96.42,50-100,POINT (3738872.3974665958 2919689.376936131),False,547081,1kmE3738N2919,3738000,2919000
1156525,49.10236,2.01289,96.42,50-100,POINT (3738927.9178756992 2919316.1588161183),False,547081,1kmE3738N2919,3738000,2919000
1156526,49.10144,2.00756,11.34,10-50,POINT (3738530.3578259614 2919256.554692785),False,547081,1kmE3738N2919,3738000,2919000
1156527,49.10564,2.01159,96.42,50-100,POINT (3738872.3974665958 2919689.376936131),False,547081,1kmE3738N2919,3738000,2919000
1356662,49.10236,2.01289,96.42,50-100,POINT (3738927.9178756992 2919316.1588161183),False,547081,1kmE3738N2919,3738000,2919000
1356663,49.10144,2.00756,11.34,10-50,POINT (3738530.3578259614 2919256.554692785),False,547081,1kmE3738N2919,3738000,2919000
1356664,49.10564,2.01159,96.42,50-100,POINT (3738872.3974665958 2919689.376936131),False,547081,1kmE3738N2919,3738000,2919000
537372,49.3455,2.75976,3.68,0-5,POINT (3795754.8066850496 2940608.880807388),False,605586,1kmE3795N2940,3795000,2940000
756255,49.3455,2.75976,3.68,0-5,POINT (3795754.8066850496 2940608.880807388),False,605586,1kmE3795N2940,3795000,2940000
956392,49.3455,2.75976,3.68,0-5,POINT (3795754.8066850496 2940608.880807388),False,605586,1kmE3795N2940,3795000,2940000
1156529,49.3455,2.75976,3.68,0-5,POINT (3795754.8066850496 2940608.880807388),False,605586,1kmE3795N2940,3795000,2940000
1356666,49.3455,2.75976,3.68,0-5,POINT (3795754.8066850496 2940608.880807388),False,605586,1kmE3795N2940,3795000,2940000
655136,46.60603,4.06571,3.1,0-5,POINT (3866451.0250485325 2628473.7508521974),False,672775,1kmE3866N2628,3866000,2628000
