,latitude,longitude,frp,fire_range,geometry,is_in_africa,index_right,CELLCODE,EOFORIGIN,NOFORIGIN
281249,43.44235,4.89366,2.42,0-5,POINT (3906898.6216413695 2273413.8096339563),False,710914,1kmE3906N2273,3906000,2273000
281251,43.43831,4.88671,2.72,0-5,POINT (3906307.330956471 2273005.2773277857),False,710914,1kmE3906N2273,3906000,2273000
281463,43.44674,4.89363,1.31,0-5,POINT (3906927.302402595 2273899.5921099237),False,710914,1kmE3906N2273,3906000,2273000
294744,43.44027,4.89057,3.92,0-5,POINT (3906633.727974195 2273200.773958666),False,710914,1kmE3906N2273,3906000,2273000
343417,43.44064,4.8933,8.23,5-10,POINT (3906857.3603117946 2273226.6377412337),False,710914,1kmE3906N2273,3906000,2273000
407831,43.43978,4.8937,2.79,0-5,POINT (3906883.6487120898 2273129.2991464525),False,710914,1kmE3906N2273,3906000,2273000
477475,43.4432,4.89213,1.57,0-5,POINT (3906780.788092954 2273516.276718344),False,710914,1kmE3906N2273,3906000,2273000
477477,43.43867,4.89148,1.57,0-5,POINT (3906696.0556799443 2273018.7620755215),False,710914,1kmE3906N2273,3906000,2273000
477481,43.44688,4.89431,2.42,0-5,POINT (3906983.338602088 2273911.3281408055),False,710914,1kmE3906N2273,3906000,2273000
477483,43.44235,4.89366,2.42,0-5,POINT (3906898.6216413695 2273413.8096339563),False,710914,1kmE3906N2273,3906000,2273000
477485,43.43831,4.88671,2.72,0-5,POINT (3906307.330956471 2273005.2773277857),False,710914,1kmE3906N2273,3906000,2273000
477697,43.44674,4.89363,1.31,0-5,POINT (3906927.302402595 2273899.5921099237),False,710914,1kmE3906N2273,3906000,2273000
542669,43.44027,4.89057,3.92,0-5,POINT (3906633.727974195 2273200.773958666),False,710914,1kmE3906N2273,3906000,2273000
591342,43.44064,4.8933,8.23,5-10,POINT (3906857.3603117946 2273226.6377412337),False,710914,1kmE3906N2273,3906000,2273000
670208,43.44049,4.89042,8.51,5-10,POINT (3906623.1444792626 2273225.9379711375),False,710914,1kmE3906N2273,3906000,2273000
696358,43.4432,4.89213,1.57,0-5,POINT (3906780.788092954 2273516.276718344),False,710914,1kmE3906N2273,3906000,2273000
696360,43.43867,4.89148,1.57,0-5,POINT (3906696.0556799443 2273018.7620755215),False,710914,1kmE3906N2273,3906000,2273000
696364,43.44688,4.89431,2.42,0-5,POINT (3906983.338602088 2273911.3281408055),False,710914,1kmE3906N2273,3906000,2273000
696366,43.44235,4.89366,2.42,0-5,POINT (3906898.6216413695 2273413.8096339563),False,710914,1kmE3906N2273,3906000,2273000
696368,43.43831,4.88671,2.72,0-5,POINT (3906307.330956471 2273005.2773277857),False,710914,1kmE3906N2273,3906000,2273000
696580,43.44674,4.89363,1.31,0-5,POINT (3906927.302402595 2273899.5921099237),False,710914,1kmE3906N2273,3906000,2273000
782201,43.44056,4.89294,2.95,0-5,POINT (3906827.649279611 2273219.7743926453),False,710914,1kmE3906N2273,3906000,2273000
850377,43.44049,4.89042,8.51,5-10,POINT (3906623.1444792626 2273225.9379711375),False,710914,1kmE3906N2273,3906000,2273000
876481,43.44764,4.89348,3.99,0-5,POINT (3906921.5384701365 2273999.976731373),False,710914,1kmE3906N2273,3906000,2273000
876483,43.44099,4.89167,2.04,0-5,POINT (3906727.8836112125 2273274.3480799934),False,710914,1kmE3906N2273,3906000,2273000
896495,43.4432,4.89213,1.57,0-5,POINT (3906780.788092954 2273516.276718344),False,710914,1kmE3906N2273,3906000,2273000
896497,43.43867,4.89148,1.57,0-5,POINT (3906696.0556799443 2273018.7620755215),False,710914,1kmE3906N2273,3906000,2273000
896501,43.44688,4.89431,2.42,0-5,POINT (3906983.338602088 2273911.3281408055),False,710914,1kmE3906N2273,3906000,2273000
896503,43.44235,4.89366,2.42,0-5,POINT (3906898.6216413695 2273413.8096339563),False,710914,1kmE3906N2273,3906000,2273000
896505,43.43831,4.88671,2.72,0-5,POINT (3906307.330956471 2273005.2773277857),False,710914,1kmE3906N2273,3906000,2273000
896717,43.44674,4.89363,1.31,0-5,POINT (3906927.302402595 2273899.5921099237),False,710914,1kmE3906N2273,3906000,2273000
982338,43.44056,4.89294,2.95,0-5,POINT (3906827.649279611 2273219.7743926453),False,710914,1kmE3906N2273,3906000,2273000
1050514,43.44049,4.89042,8.51,5-10,POINT (3906623.1444792626 2273225.9379711375),False,710914,1kmE3906N2273,3906000,2273000
1076618,43.44764,4.89348,3.99,0-5,POINT (3906921.5384701365 2273999.976731373),False,710914,1kmE3906N2273,3906000,2273000
1076620,43.44099,4.89167,2.04,0-5,POINT (3906727.8836112125 2273274.3480799934),False,710914,1kmE3906N2273,3906000,2273000
1096632,43.4432,4.89213,1.57,0-5,POINT (3906780.788092954 2273516.276718344),False,710914,1kmE3906N2273,3906000,2273000
1096634,43.43867,4.89148,1.57,0-5,POINT (3906696.0556799443 2273018.7620755215),False,710914,1kmE3906N2273,3906000,2273000
1096638,43.44688,4.89431,2.42,0-5,POINT (3906983.338602088 2273911.3281408055),False,710914,1kmE3906N2273,3906000,2273000
1096640,43.44235,4.89366,2.42,0-5,POINT (3906898.6216413695 2273413.8096339563),False,710914,1kmE3906N2273,3906000,2273000
1096642,43.43831,4.88671,2.72,0-5,POINT (3906307.330956471 2273005.2773277857),False,710914,1kmE3906N2273,3906000,2273000
1096854,43.44674,4.89363,1.31,0-5,POINT (3906927.302402595 2273899.5921099237),False,710914,1kmE3906N2273,3906000,2273000
1182475,43.44056,4.89294,2.95,0-5,POINT (3906827.649279611 2273219.7743926453),False,710914,1kmE3906N2273,3906000,2273000
1250651,43.44049,4.89042,8.51,5-10,POINT (3906623.1444792626 2273225.9379711375),False,710914,1kmE3906N2273,3906000,2273000
