"code_entite","lat","long","surface_bv","type","date","nom_site","mesure_2024","moyenne_historique","rapport","rapport_categorie","colour_categ","rapport_label","popup_html"
"G1110410",49.9997806,1.3391465,267,"site",2024-02-13,"L'Yères à Touffreville-sur-Eu",6364.85714285714,3828.19523809524,66.2626054052573,"sup à 50%","#9ecae1","+66,3%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+66,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"G2060210",49.86398,1.1854002,307,"site",2024-02-13,"La Béthune à Saint-Aubin-le-Cauf",8632.57142857143,6908.64761904762,24.953129824871,"sup à 15%","#c6dbef","+25,0%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+25,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"G4000220",49.7034314,0.963871,50.7,"site",2024-02-13,"La Saâne à Val-de-Saâne",878.285714285714,501.090909090909,75.2747252747252,"sup à 50%","#9ecae1","+75,3%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+75,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"G6000610",49.818849,0.6353226,355,"site",2024-01-12,"La Durdent à Vittefleur",5406.28571428571,4035.40476190476,33.9713370346988,"sup à 15%","#c6dbef","+34,0%","Débit moyen au 12 janvier 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+34,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"G7100610",49.7345205,0.4121652,89.3,"site",2024-02-13,"La Ganzeville à Ganzeville",1271.42857142857,810.147619047619,56.9378890384467,"sup à 50%","#9ecae1","+56,9%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+56,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"H0100010",47.7644822,4.5703401,371,"site",2024-02-13,"La Seine à Nod-sur-Seine",8125.71428571429,7543.24285714286,7.72176422796563,"0 et 15%","#eff3ff","+7,7%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+7,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"H0301010",47.7983448,4.8235508,173,"site",2024-02-13,"L'Ource à Leuglay [Froidvent]",4029.28571428571,3607.59047619048,11.6891105262183,"0 et 15%","#eff3ff","+11,7%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+11,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"H0400010",48.1168405,4.3776253,2340,"site",2024-02-13,"La Seine à Bar-sur-Seine",46703.5714285714,46681.5428571429,0.0471890389225376,"0 et 15%","#eff3ff","+0,0%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+0,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"H0810010",48.50731,3.8896082,3880,"site",2024-02-13,"La Seine à Méry-sur-Seine",38734.5714285714,46710.8904761905,-17.0759301873827,"inf à -15%","#fdbe85","-17,1%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-17,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"H1201010",48.2191167,4.7351323,1280,"site",2024-02-13,"L'Aube à Bar-sur-Aube",29230.1428571429,30037.419047619,-2.68756842655592,"inf à 0%","#feedde","-2,7%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-2,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"H1501010",48.5378817,4.1401934,3590,"site",2024-02-13,"L'Aube à Arcis-sur-Aube",49818.4285714286,46730.3523809524,6.60828783250289,"0 et 15%","#eff3ff","+6,6%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+6,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"H1603010",48.6141042,3.9048537,320,"site",2024-02-13,"La Superbe à Saint-Saturnin",5025.14285714286,2805.61428571429,79.1102534204374,"sup à 50%","#9ecae1","+79,1%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+79,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"H1700010",48.5237612,3.5947454,8760,"site",2024-02-13,"La Seine à Pont-sur-Seine",120720.857142857,113294.233333333,6.55516489323289,"0 et 15%","#eff3ff","+6,6%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+6,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"H2051010",47.4293251,3.5597894,754,"site",2024-02-13,"L'Yonne à Dornecy",16878,13582.7904761905,24.260180774972,"sup à 15%","#c6dbef","+24,3%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+24,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"H2062010",47.4144363,3.4940254,263,"site",2024-02-13,"Le Beuvron à Ouagne [Champmoreau]",6588.28571428571,4163.08095238095,58.2550469146591,"sup à 50%","#9ecae1","+58,3%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+58,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"H2073110",47.4320112,3.4124124,80.4,"site",2024-02-13,"Le Sauzay à Corvol-l'Orgueilleux",1421.57142857143,1431.91904761905,-0.722639947057454,"inf à 0%","#feedde","-0,7%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-0,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"H2080001",49.2556842,2.4605079,14200,"site",2024-02-13,"L'Oise à Creil et à Pont-Sainte-Maxence",232023.857142857,162482.938095238,42.7989054499114,"sup à 15%","#c6dbef","+42,8%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+42,8%</span> par rapport à la moyenne 1990-2020 à cette période."
"H2182010",47.6026416,3.7567187,1182,"site",2024-02-13,"La Cure à Arcy-sur-Cure",39065,26230.419047619,48.9301407235658,"sup à 15%","#c6dbef","+48,9%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+48,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"H2221010",47.8795082,3.5440908,3807,"site",2024-02-13,"L'Yonne à Gurgy",83164.5714285714,65220.2380952381,27.5134434608013,"sup à 15%","#c6dbef","+27,5%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+27,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"H2240005",49.1328718,2.4158033,57.3,"site",2024-02-13,"L'Ysieux à Luzarches et à Viarmes",321.571428571429,289.82380952381,10.9541100504411,"0 et 15%","#eff3ff","+11,0%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+11,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"H2260002",49.1260853,2.1711382,101,"site",2024-02-13,"Le Sausseron à Nesles-la-Vallée",638.857142857143,616.528571428571,3.62166044905818,"0 et 15%","#eff3ff","+3,6%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+3,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"H2342020",47.8230694,3.7865709,1119,"site",2024-02-13,"Le Serein à Chablis [Pont de la déviation]",17669.4285714286,15419.4857142857,14.5915557680267,"0 et 15%","#eff3ff","+14,6%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+14,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"H2452020",47.6679491,4.2325072,1350,"site",2024-02-13,"L'Armançon à Aisy-sur-Armançon [aval]",24308.5714285714,23011.7142857143,5.63563899132099,"0 et 15%","#eff3ff","+5,6%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+5,6%</span> par rapport à la moyenne 1990-2020 à cette période."
"H2482010",47.9858072,3.6128784,2982,"site",2024-02-13,"L'Armançon à Brienon-sur-Armançon",55261.2857142857,52963.1666666667,4.33908920530117,"0 et 15%","#eff3ff","+4,3%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+4,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"H3030002",48.7913747,1.8499788,34.1,"site",2024-02-13,"La Guyonne à Mareil-le-Guyon",418.714285714286,219.161904761905,91.0524943507734,"sup à 50%","#9ecae1","+91,1%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+91,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"H3050001",48.856242,1.8764344,226,"site",2024-02-13,"La Mauldre à Beynes",1919.71428571429,1473.51428571429,30.281348767766,"sup à 15%","#c6dbef","+30,3%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+30,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"H3050003",48.8592354,1.9132686,88.2,"site",2024-02-13,"Le ru de Gally à Thiverval-Grignon",711.857142857143,774.176190476191,-8.04972413071964,"inf à 0%","#feedde","-8,0%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-8,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"H3050004",48.9285308,1.8420471,375,"site",2024-02-13,"La Mauldre à Aulnay-sur-Mauldre",2778.42857142857,2560.94761904762,8.49220619599508,"0 et 15%","#eff3ff","+8,5%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+8,5%</span> par rapport à la moyenne 1990-2020 à cette période."
"H3110410",49.4730952,1.7286179,247,"site",2024-02-13,"L'Epte à Gournay-en-Bray",5954.57142857143,4102.72857142857,45.1368601383749,"sup à 15%","#c6dbef","+45,1%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+45,1%</span> par rapport à la moyenne 1990-2020 à cette période."
"H3170610",49.1509019,1.6895645,99.4,"site",2024-02-13,"L'Aubette à Ambleville",476.142857142857,502.314285714286,-5.21017006996197,"inf à 0%","#feedde","-5,2%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-5,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"H3180410",49.1195003,1.64482,1403,"site",2024-02-13,"L'Epte à Fourges",15335.5714285714,12647.5142857143,21.2536399021374,"sup à 15%","#c6dbef","+21,3%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+21,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"H3200001",49.0963304,1.488943,NA,"site",2024-02-13,"La Seine à Vernon",918970.571428571,780795.538095238,17.6966986351399,"sup à 15%","#c6dbef","+17,7%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+17,7%</span> par rapport à la moyenne 1990-2020 à cette période."
"H3203310",47.9222908,2.7008921,94,"site",2024-02-13,"Le Puiseaux à Saint-Hilaire-sur-Puiseaux",572.571428571429,708.219047619048,-19.1533423880155,"inf à -15%","#fdbe85","-19,2%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-19,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"H3230410",49.5828534,1.4930945,30.1,"site",2024-02-12,"L'Andelle à Rouvray-Catillon",807.142857142857,523.595238095238,54.1539720794871,"sup à 50%","#9ecae1","+54,2%","Débit moyen au 12 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+54,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"H3250410",49.4449512,1.3834006,377,"site",2024-02-13,"L'Andelle à Vascœuil",5255.57142857143,4723.52380952381,11.2637861160958,"0 et 15%","#eff3ff","+11,3%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+11,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"H3322010",48.0028854,2.6756568,339,"site",2024-02-13,"La Bezonde à Pannes",3068.85714285714,2763.76666666667,11.038937543828,"0 et 15%","#eff3ff","+11,0%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+11,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"H4022030",48.2577243,2.4275375,609,"site",2024-02-13,"L'Essonne à Boulancourt",1392.42857142857,1831.3,-23.9650209453083,"inf à -15%","#fdbe85","-24,0%","Débit moyen au 13 février 2024: <span style='background: #fdbe85; display: inline-block; padding: 2px; padding-bottom:0'>-24,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"H4030210",48.4491588,1.2911927,330,"site",2024-02-13,"L'Eure à Saint-Luperce",6535.14285714286,3544.4619047619,84.3761629476974,"sup à 50%","#9ecae1","+84,4%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+84,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"H4130410",48.6154206,1.590845,231,"site",2024-02-13,"La Drouette à Saint-Martin-de-Nigelles",1516.42857142857,1204.39523809524,25.9078850084805,"sup à 15%","#c6dbef","+25,9%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+25,9%</span> par rapport à la moyenne 1990-2020 à cette période."
"H4160210",48.7008526,1.4421839,2050,"site",2024-02-13,"L'Eure à Charpont",10550,10107.5285714286,4.37764212531789,"0 et 15%","#eff3ff","+4,4%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+4,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"H4230410",48.7619151,1.1047895,495,"site",2024-02-13,"L'Avre à Acon",6412.71428571429,4385.34285714286,46.2306253949846,"sup à 15%","#c6dbef","+46,2%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+46,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"H4250420",48.7605918,1.3282008,880,"site",2024-02-13,"L'Avre à Muzy",8172,6034.90476190476,35.4122446403068,"sup à 15%","#c6dbef","+35,4%","Débit moyen au 13 février 2024: <span style='background: #c6dbef; display: inline-block; padding: 2px; padding-bottom:0'>+35,4%</span> par rapport à la moyenne 1990-2020 à cette période."
"H4320210",49.114382,1.2088073,4598,"site",2024-02-13,"L'Eure à Cailly-sur-Eure",26094.8571428571,25260.5476190476,3.30281645668043,"0 et 15%","#eff3ff","+3,3%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+3,3%</span> par rapport à la moyenne 1990-2020 à cette période."
"H4370420",49.0805709,1.150897,1031,"site",2024-02-13,"L'Iton à Normanville",5021.42857142857,4483.87619047619,11.9885643161635,"0 et 15%","#eff3ff","+12,0%","Débit moyen au 13 février 2024: <span style='background: #eff3ff; display: inline-block; padding: 2px; padding-bottom:0'>+12,0%</span> par rapport à la moyenne 1990-2020 à cette période."
"H4380210",49.2240599,1.1777103,5935,"site",2024-02-13,"L'Eure à Louviers",30587,32605.2904761905,-6.19007052755542,"inf à 0%","#feedde","-6,2%","Débit moyen au 13 février 2024: <span style='background: #feedde; display: inline-block; padding: 2px; padding-bottom:0'>-6,2%</span> par rapport à la moyenne 1990-2020 à cette période."
"H5033310",47.9878611,5.1865566,82.7,"site",2024-02-13,"La Suize à Villiers-sur-Suize",2653,1680.54285714286,57.8656556554852,"sup à 50%","#9ecae1","+57,9%","Débit moyen au 13 février 2024: <span style='background: #9ecae1; display: inline-block; padding: 2px; padding-bottom:0'>+57,9%</span> par rapport à la moyenne 1990-2020 à cette période."
